,timestamp,name,favorite_count,retweet_count,rate,jpg_url,p1,p1_conf,day,mon,year
0,2017-08-01 16:23:56+00:00,Phineas,39492,8842,13.0,https://pbs.twimg.com/media/DGKD1-bXoAAIAUK.jpg,orange,0.0970486,2017-08-01,8,2017
1,2017-08-01 00:17:27+00:00,Tilly,33786,6480,13.0,https://pbs.twimg.com/media/DGGmoV4XsAAUL6n.jpg,Chihuahua,0.323581,2017-08-01,8,2017
2,2017-07-31 00:18:03+00:00,Archie,25445,4301,12.0,https://pbs.twimg.com/media/DGBdLU1WsAANxJ9.jpg,Chihuahua,0.716012,2017-07-31,7,2017
3,2017-07-30 15:58:51+00:00,Darla,42863,8925,13.0,https://pbs.twimg.com/media/DF_q7IAWsAEuuN8.jpg,paper_towel,0.17027799999999998,2017-07-30,7,2017
4,2017-07-29 16:00:24+00:00,Franklin,41016,9721,12.0,https://pbs.twimg.com/media/DF6hr6BUMAAzZgT.jpg,basset,0.555712,2017-07-29,7,2017
5,2017-07-29 00:08:17+00:00,,20548,3240,13.0,https://pbs.twimg.com/media/DF3HwyEWsAABqE6.jpg,Chesapeake_Bay_retriever,0.425595,2017-07-29,7,2017
6,2017-07-28 16:27:12+00:00,,12053,2142,13.0,https://pbs.twimg.com/media/DF1eOmZXUAALUcq.jpg,Appenzeller,0.34170300000000003,2017-07-28,7,2017
7,2017-07-28 00:22:40+00:00,,66596,19548,13.0,https://pbs.twimg.com/media/DFyBahAVwAAhUTd.jpg,Pomeranian,0.566142,2017-07-28,7,2017
8,2017-07-27 16:25:51+00:00,Zoey,28187,4403,13.0,https://pbs.twimg.com/media/DFwUU__XcAEpyXI.jpg,Irish_terrier,0.487574,2017-07-27,7,2017
9,2017-07-26 15:59:51+00:00,Cassie,32467,7684,14.0,https://pbs.twimg.com/media/DFrEyVuW0AAO3t9.jpg,Pembroke,0.511319,2017-07-26,7,2017
10,2017-07-26 00:31:25+00:00,Koda,31127,7584,13.0,https://pbs.twimg.com/media/DFnwSY4WAAAMliS.jpg,Samoyed,0.957979,2017-07-26,7,2017
11,2017-07-25 16:11:53+00:00,Bruno,28208,5116,13.0,https://pbs.twimg.com/media/DFl99B1WsAITKsg.jpg,French_bulldog,0.377417,2017-07-25,7,2017
12,2017-07-25 01:55:32+00:00,,38745,8502,13.0,https://pbs.twimg.com/media/DFi579UWsAAatzw.jpg,Pembroke,0.966327,2017-07-25,7,2017
13,2017-07-25 00:10:02+00:00,Ted,27633,4705,12.0,https://pbs.twimg.com/media/DFihzFfXsAYGDPR.jpg,French_bulldog,0.99165,2017-07-25,7,2017
14,2017-07-24 17:02:04+00:00,Stuart,15329,2309,13.0,https://pbs.twimg.com/media/DFg_2PVW0AEHN3p.jpg,golden_retriever,0.953442,2017-07-24,7,2017
15,2017-07-24 00:19:32+00:00,Oliver,25712,5635,13.0,https://pbs.twimg.com/ext_tw_video_thumb/889278779352338437/pu/img/VlbFB3v8H8VwzVNY.jpg,whippet,0.626152,2017-07-24,7,2017
16,2017-07-23 00:22:39+00:00,Jim,29555,4681,12.0,https://pbs.twimg.com/media/DFYRgsOUQAARGhO.jpg,golden_retriever,0.714719,2017-07-23,7,2017
17,2017-07-22 16:56:37+00:00,Zeke,26021,4535,13.0,https://pbs.twimg.com/media/DFWra-3VYAA2piG.jpg,golden_retriever,0.46976,2017-07-22,7,2017
18,2017-07-22 00:23:06+00:00,Ralphus,20267,3722,13.0,https://pbs.twimg.com/media/DFTH_O-UQAACu20.jpg,Siberian_husky,0.700377,2017-07-22,7,2017
19,2017-07-20 16:49:33+00:00,Gerald,22144,3637,12.0,https://pbs.twimg.com/media/DFMWn56WsAAkA7B.jpg,French_bulldog,0.995026,2017-07-20,7,2017
20,2017-07-19 16:06:48+00:00,Jeffrey,30690,5584,13.0,https://pbs.twimg.com/media/DFHDQBbXgAEqY7t.jpg,basset,0.821664,2017-07-19,7,2017
21,2017-07-19 03:39:09+00:00,,46940,12053,14.0,https://pbs.twimg.com/ext_tw_video_thumb/887517108413886465/pu/img/WanJKwssZj4VJvL9.jpg,limousine,0.130432,2017-07-19,7,2017
22,2017-07-19 00:47:34+00:00,Canela,70007,18813,13.0,https://pbs.twimg.com/media/DFDw2tyUQAAAFke.jpg,Pembroke,0.809197,2017-07-19,7,2017
23,2017-07-18 16:08:03+00:00,,34223,10713,13.0,https://pbs.twimg.com/ext_tw_video_thumb/887343120832229379/pu/img/6HSuFrW1lzI_9Mht.jpg,Mexican_hairless,0.330741,2017-07-18,7,2017
24,2017-07-18 00:07:08+00:00,,31045,6147,12.0,https://pbs.twimg.com/media/DE-eAq6UwAA-jaE.jpg,Samoyed,0.733942,2017-07-18,7,2017
25,2017-07-17 16:17:36+00:00,Maya,35786,8045,13.0,https://pbs.twimg.com/media/DE8yicJW0AAAvBJ.jpg,Chihuahua,0.793469,2017-07-17,7,2017
26,2017-07-16 23:58:41+00:00,Mingus,12286,3420,13.0,https://pbs.twimg.com/media/DE5Se8FXcAAJFx4.jpg,kuvasz,0.309706,2017-07-16,7,2017
27,2017-07-16 20:14:00+00:00,Derek,22802,4597,13.0,https://pbs.twimg.com/media/DE4fEDzWAAAyHMM.jpg,convertible,0.738995,2017-07-16,7,2017
28,2017-07-15 23:25:31+00:00,Roscoe,21488,3297,12.0,https://pbs.twimg.com/media/DE0BTnQUwAApKEH.jpg,French_bulldog,0.999201,2017-07-15,7,2017
29,2017-07-15 16:51:35+00:00,,117,4,12.0,,,,2017-07-15,7,2017
30,2017-07-15 16:17:19+00:00,Waffles,28437,6506,13.0,https://pbs.twimg.com/media/DEyfTG4UMAE4aE9.jpg,pug,0.943575,2017-07-15,7,2017
31,2017-07-14 22:10:11+00:00,Jimbo,33299,7043,12.0,https://pbs.twimg.com/media/DEumeWWV0AA-Z61.jpg,Blenheim_spaniel,0.972494,2017-07-14,7,2017
32,2017-07-13 15:58:47+00:00,Maisey,36592,6642,13.0,https://pbs.twimg.com/media/DEoH3yvXgAAzQtS.jpg,pug,0.369275,2017-07-13,7,2017
33,2017-07-13 15:19:09+00:00,Howard,20739,3876,14.0,,,,2017-07-13,7,2017
34,2017-07-12 16:03:00+00:00,,22304,4526,13.0,https://pbs.twimg.com/media/DEi_N9qXYAAgEEw.jpg,malamute,0.8124819999999999,2017-07-12,7,2017
35,2017-07-12 00:01:00+00:00,Earl,78881,19149,12.0,https://pbs.twimg.com/media/DEfjEaNXkAAtPlj.jpg,Italian_greyhound,0.259916,2017-07-12,7,2017
36,2017-07-11 20:47:12+00:00,Lola,28429,6042,13.0,https://pbs.twimg.com/media/DEe2tZXXkAAwyX3.jpg,chow,0.822103,2017-07-11,7,2017
37,2017-07-11 00:00:02+00:00,Kevin,24716,5076,13.0,https://pbs.twimg.com/media/DEaZQkfXUAEC7qB.jpg,pug,0.5464060000000001,2017-07-11,7,2017
38,2017-07-10 15:58:53+00:00,,27443,5836,14.0,https://pbs.twimg.com/media/DEYrIZwWsAA2Wo5.jpg,Pembroke,0.993225,2017-07-10,7,2017
39,2017-07-10 03:08:17+00:00,,74192,21105,13.0,,,,2017-07-10,7,2017
40,2017-07-09 21:29:42+00:00,,20719,3099,12.0,https://pbs.twimg.com/media/DEUtQbzW0AUTv_o.jpg,German_shepherd,0.707046,2017-07-09,7,2017
41,2017-07-09 00:00:04+00:00,Noah,22269,3559,12.0,https://pbs.twimg.com/media/DEQGFgAXUAAEvfi.jpg,Doberman,0.610946,2017-07-09,7,2017
42,2017-07-08 00:28:19+00:00,Bella,46741,10336,5.0,https://pbs.twimg.com/media/DELC9dZXUAADqUk.jpg,golden_retriever,0.943082,2017-07-08,7,2017
43,2017-07-07 16:22:55+00:00,,22932,3802,13.0,https://pbs.twimg.com/media/DEJT3FeXoAAtwUy.jpg,chow,0.987997,2017-07-07,7,2017
44,2017-07-07 00:17:54+00:00,,37810,6900,13.0,https://pbs.twimg.com/media/DEF2-_hXoAAs62q.jpg,golden_retriever,0.949562,2017-07-07,7,2017
45,2017-07-06 15:58:11+00:00,Rusty,24358,4086,13.0,https://pbs.twimg.com/media/DEEEnIqXYAAiJh_.jpg,Eskimo_dog,0.466778,2017-07-06,7,2017
46,2017-07-06 00:46:41+00:00,Gus,28810,5086,12.0,https://pbs.twimg.com/media/DEAz_HHXsAA-p_z.jpg,Labrador_retriever,0.85005,2017-07-06,7,2017
47,2017-07-05 15:48:34+00:00,Stanley,28327,6303,13.0,https://pbs.twimg.com/media/DD-40X3WAAAJPU5.jpg,Pembroke,0.542982,2017-07-05,7,2017
48,2017-07-04 16:01:23+00:00,Alfy,45745,12013,13.0,https://pbs.twimg.com/media/DD5yKdPW0AArzX8.jpg,golden_retriever,0.762211,2017-07-04,7,2017
49,2017-07-04 01:18:17+00:00,Koko,29843,5162,13.0,https://pbs.twimg.com/media/DD2oCl2WAAEI_4a.jpg,web_site,0.949591,2017-07-04,7,2017
50,2017-07-03 16:04:48+00:00,Rey,24708,3516,12.0,https://pbs.twimg.com/media/DD0pWm9XcAAeSBL.jpg,Weimaraner,0.291539,2017-07-03,7,2017
51,2017-07-03 00:11:11+00:00,Gary,51390,11026,13.0,https://pbs.twimg.com/media/DDxPFwbWAAEbVVR.jpg,Saluki,0.529012,2017-07-03,7,2017
52,2017-07-02 21:58:53+00:00,,129,7,17.0,,,,2017-07-02,7,2017
53,2017-07-02 15:32:16+00:00,,50326,16564,14.0,https://pbs.twimg.com/ext_tw_video_thumb/881535971568889856/pu/img/9bawiZ--8FKywTkz.jpg,Samoyed,0.281463,2017-07-02,7,2017
54,2017-07-01 21:49:04+00:00,,23462,5328,12.0,https://pbs.twimg.com/media/DDrk-f9WAAI-WQv.jpg,tusker,0.473303,2017-07-01,7,2017
55,2017-06-30 23:47:07+00:00,Louis,17288,2871,13.0,https://pbs.twimg.com/media/DDm2Z5aXUAEDS2u.jpg,street_sign,0.251801,2017-06-30,6,2017
56,2017-06-30 19:35:32+00:00,,21667,3957,12.0,https://pbs.twimg.com/media/DDl8zzJW0AAisCJ.jpg,Pembroke,0.791416,2017-06-30,6,2017
57,2017-06-29 16:39:47+00:00,Bella,28997,6500,12.0,https://pbs.twimg.com/media/DDgK-J4XUAIEV9W.jpg,golden_retriever,0.913255,2017-06-29,6,2017
58,2017-06-29 00:27:25+00:00,,27561,4398,12.0,https://pbs.twimg.com/media/DDcscbXU0AIfDzs.jpg,Chihuahua,0.238525,2017-06-29,6,2017
59,2017-06-28 16:09:20+00:00,,28085,4506,11.0,https://pbs.twimg.com/media/DDa6ckbXgAAM1vV.jpg,miniature_pinscher,0.120298,2017-06-28,6,2017
60,2017-06-28 00:42:13+00:00,Romeo,22609,3615,13.0,https://pbs.twimg.com/media/DDXmPrbWAAEKMvy.jpg,basset,0.813507,2017-06-28,6,2017
61,2017-06-27 12:14:36+00:00,,313,10,14.0,,,,2017-06-27,6,2017
62,2017-06-27 00:10:17+00:00,Bailey,23778,3300,12.0,https://pbs.twimg.com/media/DDSVWMvXsAEgmMK.jpg,German_short-haired_pointer,0.479896,2017-06-27,6,2017
63,2017-06-26 19:07:24+00:00,Duddles,107834,45655,13.0,https://pbs.twimg.com/ext_tw_video_thumb/879415784908390401/pu/img/cX7XI1TnUsseGET5.jpg,English_springer,0.383404,2017-06-26,6,2017
64,2017-06-26 16:31:08+00:00,Jack,17061,3239,12.0,https://pbs.twimg.com/media/DDQsQGFV0AAw6u9.jpg,tricycle,0.663601,2017-06-26,6,2017
65,2017-06-25 18:56:45+00:00,Steven,22978,4890,11.0,https://pbs.twimg.com/media/DDMD_phXoAQ1qf0.jpg,tabby,0.311861,2017-06-25,6,2017
66,2017-06-25 16:07:47+00:00,Beau,19265,2793,13.0,https://pbs.twimg.com/media/DDLdUrqXYAMOVzY.jpg,vizsla,0.960513,2017-06-25,6,2017
67,2017-06-25 00:45:22+00:00,Snoopy,19708,4282,13.0,https://pbs.twimg.com/media/DDIKMXzW0AEibje.jpg,Italian_greyhound,0.734684,2017-06-25,6,2017
68,2017-06-24 13:24:20+00:00,,30835,7510,13.0,,,,2017-06-24,6,2017
69,2017-06-23 16:00:04+00:00,,7890,1338,13.0,https://pbs.twimg.com/media/DDBIX9QVYAAohGa.jpg,basset,0.32042,2017-06-23,6,2017
70,2017-06-23 01:10:23+00:00,Emmy,42743,7118,14.0,https://pbs.twimg.com/media/DC98vABUIAA97pz.jpg,French_bulldog,0.839097,2017-06-23,6,2017
